emp_no,first_name,last_name,birth_date,from_date,to_date,title
402693,Laurentiu,Hmelo,1958-09-07,1986-09-28,9999-01-01,Senior Staff
402695,JoAnne,Streit,1963-11-10,1987-09-03,9999-01-01,Senior Engineer
402696,Jovan,Streng,1960-02-17,1986-11-15,9999-01-01,Senior Engineer
402698,Manton,Dechter,1959-06-03,1989-12-17,9999-01-01,Senior Engineer
402714,Halsur,Reutenauer,1962-03-04,1987-07-07,9999-01-01,Senior Staff
402724,Manohar,Chenney,1964-10-10,1988-08-13,9999-01-01,Staff
402749,Subir,Tzvieli,1956-03-16,1986-09-12,9999-01-01,Staff
402762,Shahid,Cannata,1964-10-05,1986-09-01,9999-01-01,Staff
402765,Aksel,Haldar,1962-02-08,1988-07-24,9999-01-01,Engineer
402778,Kinh,Setlzner,1962-12-30,1987-03-24,9999-01-01,Senior Staff
402781,Huican,Imataki,1957-09-04,1986-07-20,9999-01-01,Assistant Engineer
402794,Ymte,Hopewell,1964-02-05,1989-01-19,9999-01-01,Engineer
402808,Wayne,Ernst,1958-08-17,1989-09-12,9999-01-01,Engineer
402812,Jouko,Veccia,1960-09-08,1988-01-07,9999-01-01,Senior Staff
402814,Manu,Trystram,1964-07-31,1985-09-08,9999-01-01,Senior Staff
402829,Shaibal,Gruenwald,1964-05-31,1985-10-31,9999-01-01,Senior Staff
402835,Xinyu,Piazza,1964-05-01,1988-08-26,9999-01-01,Technique Leader
402841,Dayanand,Barinka,1963-12-22,1989-07-16,9999-01-01,Senior Engineer
402851,Cristinel,Bergere,1962-02-11,1988-07-27,9999-01-01,Staff
402853,Jaber,Jullig,1963-12-26,1989-08-09,9999-01-01,Senior Staff
402864,Adin,Kaminger,1964-05-31,1989-08-20,9999-01-01,Senior Staff
402871,Przemyslawa,Ullian,1963-05-28,1987-03-23,9999-01-01,Staff
402889,Guiseppe,Bratsberg,1956-05-16,1987-04-11,9999-01-01,Technique Leader
402905,Turgut,Randt,1961-04-15,1987-05-16,9999-01-01,Senior Engineer
402911,Mariangiola,Gronowski,1961-12-13,1985-04-19,9999-01-01,Staff
402915,Mary,Hutter,1958-09-27,1988-03-01,9999-01-01,Senior Engineer
402919,Fatemeh,Simmen,1964-04-06,1987-04-10,9999-01-01,Engineer
402923,Boaz,Hofstetter,1956-08-12,1986-11-18,9999-01-01,Senior Engineer
402924,Shakhar,Saoudi,1964-11-18,1985-12-06,9999-01-01,Senior Staff
402933,Shaowen,Tasistro,1962-10-08,1989-01-30,9999-01-01,Engineer
402937,Zongyan,Molenkamp,1961-02-27,1985-03-19,9999-01-01,Staff
402946,Yongmao,Heuser,1962-01-16,1985-07-22,9999-01-01,Senior Staff
402949,Paddy,Sluis,1959-01-06,1986-08-18,9999-01-01,Senior Engineer
402952,Percy,Sifakis,1961-08-30,1988-03-14,9999-01-01,Staff
402964,Armond,Orlowski,1960-06-28,1987-01-30,9999-01-01,Technique Leader
402969,Mrinalini,Pocchiola,1959-07-04,1986-09-05,9999-01-01,Engineer
402974,Hideyuki,Marciano,1956-03-14,1985-11-04,9999-01-01,Technique Leader
402976,Toshiki,Koblick,1963-08-05,1985-06-11,9999-01-01,Staff
402984,Kousuke,Carrere,1957-08-02,1987-07-21,9999-01-01,Engineer
402986,Fatemeh,Litzkow,1959-10-02,1989-10-09,9999-01-01,Senior Staff
402991,Mingsen,Akaboshi,1957-06-06,1986-03-14,9999-01-01,Engineer
402994,Evgueni,Litzkow,1963-03-04,1989-09-03,9999-01-01,Staff
402997,Kazuhisa,Laventhal,1964-03-31,1987-04-01,9999-01-01,Staff
402999,Arnd,Vrecion,1959-10-18,1985-08-12,9999-01-01,Senior Engineer
403000,Ramachenga,Neimat,1962-05-15,1987-10-05,9999-01-01,Engineer
403003,Filipp,Ramaiah,1963-03-27,1987-12-08,9999-01-01,Staff
403010,Toshimitsu,Sluis,1965-01-16,1985-02-18,9999-01-01,Senior Engineer
403011,Divier,Chenoweth,1964-04-13,1985-03-08,9999-01-01,Engineer
403014,Kayoko,Luders,1957-11-26,1985-09-04,9999-01-01,Senior Engineer
403021,Moni,Sabnani,1962-11-08,1985-08-07,9999-01-01,Technique Leader
403024,Unal,Melski,1963-02-21,1987-08-04,9999-01-01,Senior Engineer
403029,Jingling,Rothenberg,1964-08-17,1985-10-28,9999-01-01,Senior Engineer
403034,Yishai,Rosiles,1962-09-22,1989-06-09,9999-01-01,Senior Engineer
403042,Lunjin,Gubsky,1956-05-21,1989-12-17,9999-01-01,Staff
403047,Sverrir,Ranka,1960-03-08,1987-05-13,9999-01-01,Engineer
403053,Unal,Dolinsky,1960-05-28,1987-12-02,9999-01-01,Senior Staff
403060,Keung,Sadowsky,1963-01-12,1987-06-11,9999-01-01,Engineer
403074,Steve,Angelopoulos,1960-07-16,1989-01-26,9999-01-01,Senior Engineer
403078,Inderjeet,Haddadi,1960-02-05,1989-10-15,9999-01-01,Staff
403081,Nahum,Vidal,1961-08-20,1985-08-20,9999-01-01,Senior Staff
403103,Wayne,Muchinsky,1963-08-19,1989-08-04,9999-01-01,Senior Engineer
403104,Vasilis,Parfitt,1958-09-09,1985-08-28,9999-01-01,Staff
403112,Toshimitsu,Laventhal,1964-05-07,1985-12-09,9999-01-01,Staff
403113,Shawna,Papsdorf,1960-07-12,1987-09-08,9999-01-01,Senior Staff
403118,Gudjon,Schwabacher,1957-04-26,1987-11-29,9999-01-01,Staff
403127,Danel,Baezner,1959-05-21,1986-02-05,9999-01-01,Assistant Engineer
403133,Badri,Ramamoorthy,1959-11-06,1989-04-11,9999-01-01,Staff
403137,Steve,Usery,1959-12-21,1986-05-05,9999-01-01,Senior Staff
403148,Mantis,Baek,1963-07-09,1988-12-05,9999-01-01,Staff
403152,Moheb,Rosin,1957-12-06,1985-08-05,9999-01-01,Staff
403153,Shahaf,Cincotta,1961-10-31,1987-04-15,9999-01-01,Senior Engineer
403156,Dines,Azevdeo,1957-09-12,1986-12-08,9999-01-01,Senior Engineer
403164,Thodoros,Broder,1957-11-07,1986-01-22,9999-01-01,Technique Leader
403165,Fun,Jumpertz,1963-10-04,1989-05-11,9999-01-01,Engineer
403180,Kellie,Shimshoni,1958-02-13,1985-06-14,9999-01-01,Senior Engineer
403184,Xiaocheng,Matzel,1961-01-07,1987-08-19,9999-01-01,Senior Engineer
403187,Qunsheng,Hiyoshi,1959-09-14,1987-12-16,9999-01-01,Senior Engineer
403199,Rafael,Hinsberger,1963-02-11,1988-06-18,9999-01-01,Engineer
403203,Mohd,Reeker,1963-05-28,1987-10-25,9999-01-01,Senior Engineer
403212,Margareta,Anily,1960-04-06,1986-03-26,9999-01-01,Staff
403216,Froduald,Kaelbling,1962-05-27,1988-01-23,9999-01-01,Senior Engineer
403228,Sanjai,Engberts,1960-04-04,1986-06-02,9999-01-01,Engineer
403233,Nobuyoshi,Kisuki,1958-05-02,1985-10-02,9999-01-01,Senior Engineer
403234,Odysseas,Pavlopoulou,1959-07-09,1985-04-19,9999-01-01,Engineer
403235,Gritta,Snyers,1958-10-17,1987-12-25,9999-01-01,Staff
403240,Deborah,Brender,1956-06-26,1989-03-16,9999-01-01,Engineer
403248,Takahito,Kawashimo,1963-02-20,1988-02-27,9999-01-01,Senior Engineer
403252,Junsik,Cooke,1961-10-16,1989-08-11,9999-01-01,Engineer
403254,Heejo,Denna,1961-04-14,1988-10-31,9999-01-01,Staff
403256,Tsutomu,Etalle,1964-11-04,1989-06-11,9999-01-01,Senior Staff
403258,Deborah,Validov,1961-07-02,1989-08-17,9999-01-01,Senior Staff
403259,Koldo,Horswill,1958-02-09,1987-01-30,9999-01-01,Senior Engineer
403269,Greger,Katalagarianos,1961-09-28,1989-07-27,9999-01-01,Engineer
403290,Alain,Millington,1959-11-24,1985-04-01,9999-01-01,Engineer
403294,Khaled,Thisen,1961-02-18,1989-01-23,9999-01-01,Engineer
403297,Marl,Chartres,1959-04-25,1985-04-25,9999-01-01,Staff
403302,Taegyun,Heystek,1962-06-04,1985-10-13,9999-01-01,Senior Engineer
403310,Krassimir,Stanger,1958-09-21,1989-01-08,9999-01-01,Staff
403317,Adit,Itzfeldt,1962-09-22,1989-02-01,9999-01-01,Senior Staff
403318,Seshu,Coombs,1958-06-06,1989-11-23,9999-01-01,Staff
403322,Stafford,Guardalben,1961-06-26,1989-04-24,9999-01-01,Senior Engineer
403333,Maris,Vadhan,1961-10-31,1989-11-29,9999-01-01,Staff
403336,Dmitry,Baby,1963-05-16,1987-02-12,9999-01-01,Senior Staff
403338,Toney,Naudin,1957-01-30,1986-03-29,9999-01-01,Senior Staff
403354,Carrsten,Schueller,1956-08-20,1986-10-08,9999-01-01,Technique Leader
403356,Karsten,Muniz,1964-09-10,1989-01-19,9999-01-01,Staff
403358,Zorica,Dalton,1958-12-15,1986-02-21,9999-01-01,Senior Staff
403367,Aluzio,Cangellaris,1960-01-07,1987-08-02,9999-01-01,Engineer
403375,Marlo,Gurbaxani,1956-01-16,1988-10-28,9999-01-01,Senior Engineer
403377,Leszek,Narlikar,1962-08-16,1987-07-02,9999-01-01,Technique Leader
403380,Lihong,Cronau,1964-02-04,1988-02-22,9999-01-01,Technique Leader
403382,Marit,Pietracaprina,1957-11-23,1987-11-30,9999-01-01,Senior Engineer
403392,Shietung,Hoogerwoord,1958-10-11,1987-11-17,9999-01-01,Senior Engineer
403394,Mari,Gien,1962-05-30,1989-06-16,9999-01-01,Senior Staff
403396,Moie,Kaltofen,1959-02-06,1987-04-08,9999-01-01,Staff
403410,Abdelwaheb,Chinal,1959-04-25,1985-08-04,9999-01-01,Senior Staff
403417,Sastry,Merey,1959-10-27,1987-11-26,9999-01-01,Senior Staff
403421,Francoise,DasSarma,1959-10-07,1988-06-28,9999-01-01,Senior Staff
403432,Mahendra,Shrader,1960-03-06,1987-06-15,9999-01-01,Senior Engineer
403437,Jaideep,Baik,1963-08-13,1985-04-16,9999-01-01,Senior Staff
403451,Yongdong,Tsukuda,1956-02-17,1986-06-30,9999-01-01,Senior Staff
403465,Supot,Curless,1959-09-09,1989-03-16,9999-01-01,Senior Staff
403466,Barton,Morrow,1959-10-28,1987-09-21,9999-01-01,Senior Engineer
403470,Heejo,Pollock,1961-12-29,1989-09-13,9999-01-01,Senior Staff
403473,Xiaoheng,Byoun,1958-10-24,1987-05-05,9999-01-01,Senior Engineer
403474,Debaprosad,Lindqvist,1963-10-08,1986-08-18,9999-01-01,Engineer
403482,Tadahiro,Shigei,1958-11-23,1986-09-29,9999-01-01,Engineer
403487,Yahiko,Majewski,1960-07-30,1985-02-10,9999-01-01,Senior Staff
403493,Marit,Weisert,1963-07-10,1987-12-02,9999-01-01,Senior Staff
403504,Danco,Ranai,1961-08-18,1989-09-24,9999-01-01,Senior Engineer
403509,Shigeo,Nannarelli,1964-01-22,1985-12-10,9999-01-01,Engineer
403518,Huican,Sessa,1962-04-12,1989-03-15,9999-01-01,Senior Engineer
403531,Snehasis,Vickson,1957-04-05,1987-06-15,9999-01-01,Senior Staff
403534,Tsuneo,Dalton,1962-07-07,1989-03-27,9999-01-01,Senior Engineer
403547,Haldun,Swick,1957-03-12,1989-08-10,9999-01-01,Senior Engineer
403553,Jaques,Hashii,1959-04-14,1985-02-05,9999-01-01,Senior Staff
403557,Kazuhide,Openshaw,1963-09-01,1987-11-27,9999-01-01,Senior Engineer
403558,Tamiya,Hedayat,1960-05-24,1989-09-23,9999-01-01,Senior Staff
403560,Mountaz,Soicher,1963-03-12,1986-11-09,9999-01-01,Engineer
403573,Eirik,Binding,1959-09-29,1985-07-01,9999-01-01,Senior Staff
403589,Jaewoo,Makrucki,1962-05-26,1988-11-12,9999-01-01,Staff
403620,Susanne,Cappello,1957-02-16,1986-03-05,9999-01-01,Senior Staff
403621,Deborah,Kaminger,1965-01-07,1988-06-04,9999-01-01,Senior Staff
403625,Theron,Zirintsis,1962-12-13,1985-02-09,9999-01-01,Assistant Engineer
403637,Xiong,Erev,1962-02-21,1985-09-11,9999-01-01,Senior Staff
403639,Bernice,Ozeki,1960-12-23,1986-12-03,9999-01-01,Senior Staff
403642,Alejandra,Pashtan,1961-10-01,1989-05-08,9999-01-01,Engineer
403655,Mitsuyuki,Iisaka,1963-07-18,1987-03-01,9999-01-01,Staff
403669,Yefim,Suessmith,1963-05-05,1987-03-02,9999-01-01,Senior Engineer
403673,Lillian,Kilgour,1960-02-12,1989-09-13,9999-01-01,Senior Engineer
403677,Byong,Klyachko,1959-03-02,1988-10-08,9999-01-01,Senior Engineer
403678,Chenxi,Valette,1962-01-08,1986-11-20,9999-01-01,Senior Engineer
403682,Kokou,Prampolini,1963-04-14,1987-10-26,9999-01-01,Senior Staff
403684,Miquel,Randi,1959-05-14,1985-10-25,9999-01-01,Senior Staff
403685,King,Munos,1956-01-20,1987-07-08,9999-01-01,Senior Engineer
403702,Pragnesh,Benner,1959-01-17,1985-06-28,9999-01-01,Senior Engineer
403703,Miyeon,Rassart,1956-09-04,1989-11-09,9999-01-01,Senior Engineer
403708,Naftali,Talmon,1963-11-16,1986-02-27,9999-01-01,Staff
403710,Naftaly,Rothe,1960-05-15,1988-06-24,9999-01-01,Staff
403718,Aris,Attimonelli,1961-02-17,1989-08-20,9999-01-01,Senior Staff
403728,Hidde,Luby,1961-09-28,1986-03-17,9999-01-01,Senior Staff
403736,Kamakshi,Ponthieu,1964-05-19,1985-03-13,9999-01-01,Senior Staff
403741,Dannz,Claffy,1962-06-14,1989-11-23,9999-01-01,Senior Engineer
403746,Tran,Caine,1961-09-21,1987-05-26,9999-01-01,Senior Staff
403758,Aleksandar,Poujol,1964-07-21,1985-11-03,9999-01-01,Senior Engineer
403759,Alois,Miara,1961-11-26,1989-04-28,9999-01-01,Senior Engineer
403762,Abdelkader,Kropp,1961-04-06,1986-02-05,9999-01-01,Engineer
403774,Zita,Lagarias,1958-10-03,1988-11-30,9999-01-01,Senior Engineer
403776,Parto,Glinert,1964-02-16,1989-10-09,9999-01-01,Senior Staff
403782,Maha,Nooteboom,1964-11-09,1989-03-19,9999-01-01,Engineer
403783,Gretta,Escriba,1958-09-02,1989-07-26,9999-01-01,Assistant Engineer
403789,Mani,Matzke,1958-11-30,1988-03-09,9999-01-01,Senior Engineer
403793,Theirry,Sridhar,1960-12-18,1985-08-02,9999-01-01,Assistant Engineer
403808,Lucien,Veldwijk,1964-03-31,1985-11-25,9999-01-01,Senior Staff
403813,Christoper,Panwar,1963-01-10,1985-12-26,9999-01-01,Senior Engineer
403829,Claudi,Picel,1961-05-03,1985-02-13,9999-01-01,Technique Leader
403841,Giri,Butterworth,1958-05-24,1987-06-01,9999-01-01,Staff
403842,Sham,Bojadziev,1960-10-30,1987-10-12,9999-01-01,Senior Engineer
403854,Dulce,Gniady,1959-11-13,1988-03-05,9999-01-01,Engineer
403855,Toong,Rosenbaum,1962-08-25,1988-05-21,9999-01-01,Senior Engineer
403857,Srinidhi,Businaro,1956-12-24,1989-07-12,9999-01-01,Staff
403861,Stabislas,Nitta,1956-11-10,1986-04-24,9999-01-01,Senior Staff
403872,Murthy,Stanfel,1961-01-08,1986-09-29,9999-01-01,Senior Staff
403876,Youpyo,Riexinger,1956-06-05,1987-07-30,9999-01-01,Staff
403892,Spyrose,Kalorkoti,1964-01-29,1988-08-14,9999-01-01,Technique Leader
403899,Munenori,Rosca,1962-09-12,1989-04-27,9999-01-01,Engineer
403916,Toshimitsu,Zobel,1963-08-31,1989-07-22,9999-01-01,Senior Staff
403919,Qiwen,Decleir,1961-07-05,1988-12-14,9999-01-01,Engineer
403920,Insup,Schaft,1962-12-07,1985-09-08,9999-01-01,Senior Engineer
403921,Katsuyuki,Radhakrishnan,1959-12-18,1988-07-19,9999-01-01,Senior Staff
403928,Hatim,Schmittgen,1958-04-24,1986-12-26,9999-01-01,Senior Engineer
403935,Hatim,Eldridge,1957-01-07,1987-09-29,9999-01-01,Senior Engineer
403938,Weiwu,Demian,1963-11-12,1987-08-26,9999-01-01,Senior Engineer
403950,Kristen,dAstous,1963-10-30,1986-04-11,9999-01-01,Senior Engineer
403956,Xiping,Weedman,1960-04-17,1985-04-07,9999-01-01,Engineer
403965,Mechthild,Luft,1961-03-06,1985-11-24,9999-01-01,Senior Engineer
403967,Francesca,Covnot,1956-09-28,1988-12-23,9999-01-01,Senior Engineer
403974,Sugwoo,Muniz,1957-07-05,1985-09-18,9999-01-01,Senior Engineer
403975,Taegyun,Zschoche,1960-11-18,1986-03-12,9999-01-01,Senior Staff
403986,Aloys,Pocchiola,1962-05-21,1989-12-29,9999-01-01,Senior Engineer
403992,Abdelwaheb,Cappelletti,1960-05-19,1987-07-31,9999-01-01,Staff
404002,Martial,Molenaar,1963-08-03,1986-03-30,9999-01-01,Senior Engineer
404004,Rosalie,Shrader,1960-01-10,1986-03-04,9999-01-01,Senior Engineer
404006,Shigehito,Yurek,1958-09-05,1986-10-20,9999-01-01,Assistant Engineer
404016,Werner,Eickenmeyer,1963-02-22,1988-08-01,9999-01-01,Senior Engineer
404033,Mori,Delgrossi,1963-09-02,1985-08-24,9999-01-01,Staff
404035,Weijing,Cappelletti,1957-11-29,1988-12-19,9999-01-01,Senior Engineer
404043,Pranav,Joslin,1960-07-28,1988-06-04,9999-01-01,Staff
404053,Akhilish,Perly,1964-06-09,1985-05-25,9999-01-01,Staff
404054,Jaana,Jiang,1963-05-25,1985-02-22,9999-01-01,Senior Engineer
404060,Vidya,Sudbeck,1964-07-30,1988-04-17,9999-01-01,Engineer
404062,Yaghout,Iisaku,1962-09-14,1985-07-18,9999-01-01,Staff
404068,Horward,Erni,1964-02-03,1988-05-17,9999-01-01,Senior Staff
404069,Valter,Dratva,1964-05-06,1988-01-22,9999-01-01,Senior Engineer
404077,Mohamadou,Vural,1957-07-11,1988-07-02,9999-01-01,Senior Engineer
404080,Elvis,Munck,1959-03-23,1987-01-16,9999-01-01,Engineer
404084,Adib,Vecchi,1959-09-23,1987-12-18,9999-01-01,Senior Staff
404090,Radhika,Zeilberger,1958-06-17,1985-07-20,9999-01-01,Engineer
404093,Zhanqiu,Paciorek,1958-06-26,1989-01-16,9999-01-01,Senior Engineer
404099,Leandro,Zykh,1958-10-13,1989-09-28,9999-01-01,Senior Staff
404102,Sorina,Gomatam,1961-08-11,1985-12-04,9999-01-01,Senior Engineer
404112,Fei,Pocchiola,1956-09-13,1989-08-09,9999-01-01,Senior Staff
404147,Adib,Emiris,1962-02-24,1987-08-09,9999-01-01,Senior Engineer
404148,Shahar,Quadeer,1957-06-18,1987-10-29,9999-01-01,Engineer
404159,Diederik,Krogh,1958-08-18,1986-12-27,9999-01-01,Senior Engineer
404162,Oksana,Willoner,1958-09-26,1985-03-21,9999-01-01,Senior Staff
404167,Qunsheng,Mitzlaff,1956-04-01,1985-11-03,9999-01-01,Senior Engineer
404173,Peer,Schurmann,1962-11-21,1985-07-12,9999-01-01,Engineer
404175,Mohit,Katzenelson,1958-04-05,1985-11-15,9999-01-01,Engineer
404187,Siamak,Hambrick,1963-03-19,1986-07-15,9999-01-01,Senior Staff
404198,Gennady,Granlund,1959-01-01,1989-09-20,9999-01-01,Engineer
404202,Elzbieta,Rosay,1963-07-05,1985-12-02,9999-01-01,Senior Staff
404205,Kasturi,Spelt,1962-03-12,1988-07-08,9999-01-01,Engineer
404220,Mohan,Baik,1956-08-05,1985-04-08,9999-01-01,Engineer
404225,Maik,Denos,1961-07-07,1985-11-24,9999-01-01,Senior Staff
404228,Kazuhiko,Lalonde,1956-02-17,1989-04-04,9999-01-01,Staff
404229,Masadi,Mandelberg,1962-10-17,1989-09-17,9999-01-01,Senior Engineer
404232,Younwoo,Isard,1959-04-29,1986-01-27,9999-01-01,Senior Engineer
404236,Zengping,Kakkar,1965-01-12,1988-07-22,9999-01-01,Senior Engineer
404239,Weidon,Malinowski,1962-06-29,1987-01-23,9999-01-01,Senior Staff
404244,Mingsen,Shackell,1960-04-01,1988-04-23,9999-01-01,Senior Engineer
404247,Masali,Krzyzanowski,1956-08-25,1988-04-15,9999-01-01,Staff
404249,Jiakeng,Harllee,1963-09-01,1987-06-06,9999-01-01,Senior Staff
404251,Yolla,Morrin,1956-09-12,1987-06-11,9999-01-01,Senior Engineer
404262,Pramod,Pouyioutas,1964-01-04,1986-07-06,9999-01-01,Senior Staff
404265,Sajjad,Tsunoo,1960-08-31,1985-04-23,9999-01-01,Senior Staff
404266,Quingbo,Jervis,1960-09-25,1988-06-02,9999-01-01,Staff
404283,Billie,Syrzycki,1957-11-09,1989-06-29,9999-01-01,Staff
404289,Krister,Moffat,1964-10-17,1988-12-24,9999-01-01,Engineer
404295,Marin,Linnainmaa,1959-02-28,1989-01-04,9999-01-01,Senior Engineer
404304,Yakichi,Miculan,1962-02-01,1989-05-13,9999-01-01,Engineer
404311,Haldun,Linnainmaa,1959-06-20,1987-02-20,9999-01-01,Engineer
404339,Shahab,Eiron,1964-02-22,1987-10-19,9999-01-01,Senior Staff
404353,Persi,Kuhnemann,1961-05-23,1987-05-10,9999-01-01,Engineer
404375,Ottavia,Luca,1958-09-06,1988-07-10,9999-01-01,Senior Engineer
404393,Elgin,Arlazarov,1963-07-06,1986-05-21,9999-01-01,Staff
404396,Eckart,Kandlur,1957-05-03,1988-10-13,9999-01-01,Senior Staff
404403,Quingbo,Argence,1963-02-27,1989-12-03,9999-01-01,Engineer
404404,Karsten,Schnelling,1960-01-09,1986-09-04,9999-01-01,Staff
404405,Yishay,Piancastelli,1958-04-20,1986-09-26,9999-01-01,Staff
404407,Filipe,Chenoweth,1961-09-02,1987-09-28,9999-01-01,Technique Leader
404409,Nalini,Lanteri,1959-12-18,1986-02-09,9999-01-01,Engineer
404422,Rimon,Papadias,1956-02-11,1989-12-22,9999-01-01,Assistant Engineer
404429,Hilari,Flexer,1961-09-20,1985-05-08,9999-01-01,Staff
404439,Weiye,Spieker,1959-01-07,1985-02-18,9999-01-01,Senior Engineer
404440,Gretta,Asmuth,1956-05-20,1986-11-20,9999-01-01,Senior Engineer
404445,Haldon,Berstel,1963-03-15,1989-10-24,9999-01-01,Staff
404454,Patricia,Maccarone,1961-08-06,1987-05-08,9999-01-01,Senior Engineer
404456,Bouchung,Kamber,1956-08-07,1985-08-19,9999-01-01,Technique Leader
404459,Utz,Peral,1956-02-09,1986-08-02,9999-01-01,Engineer
404462,Anestis,Setlzner,1965-01-09,1985-07-13,9999-01-01,Senior Engineer
404463,Aloys,Lukaszewicz,1959-12-21,1985-02-12,9999-01-01,Senior Staff
404473,Toshimi,Anily,1956-12-13,1987-03-15,9999-01-01,Staff
404478,Malu,Rikino,1960-06-19,1986-06-18,9999-01-01,Senior Engineer
404482,Dipankar,Zucker,1960-01-18,1988-03-24,9999-01-01,Senior Engineer
404492,Demos,Fargier,1957-07-21,1989-12-26,9999-01-01,Engineer
404496,Ung,Ecklund,1961-11-21,1987-05-22,9999-01-01,Senior Staff
404515,Yuuichi,Chachaty,1956-08-20,1989-08-20,9999-01-01,Senior Engineer
404524,Falguni,Harnett,1958-12-08,1987-03-17,9999-01-01,Engineer
404525,Susanne,Bazelow,1960-12-02,1988-06-17,9999-01-01,Senior Staff
404531,Ohad,Huxford,1956-11-25,1988-10-20,9999-01-01,Assistant Engineer
404536,Lobel,Skogmar,1961-05-06,1987-02-21,9999-01-01,Staff
404546,Radhika,Serre,1961-06-18,1989-10-19,9999-01-01,Senior Staff
404553,Foong,Benantar,1958-09-20,1988-01-26,9999-01-01,Engineer
404560,Peer,Luiz,1956-06-13,1987-02-16,9999-01-01,Engineer
404563,Giordano,Zobel,1960-09-08,1987-11-20,9999-01-01,Engineer
404565,Xudong,Lorho,1959-02-13,1987-09-25,9999-01-01,Senior Engineer
404571,Khaled,Tanemo,1963-01-21,1987-08-19,9999-01-01,Engineer
404576,Abdulah,Bardell,1964-11-10,1987-06-30,9999-01-01,Engineer
404600,Geoff,Spieker,1962-02-21,1988-04-19,9999-01-01,Staff
404602,Tommaso,Schicker,1964-01-25,1986-07-12,9999-01-01,Assistant Engineer
404609,Vincent,Coney,1957-02-02,1988-11-30,9999-01-01,Senior Engineer
404618,Yakichi,Back,1962-06-22,1988-01-20,9999-01-01,Senior Staff
404626,Xiping,Hooghiemstra,1963-06-01,1989-12-31,9999-01-01,Senior Engineer
404632,Ranga,Sridhar,1963-04-27,1989-03-20,9999-01-01,Senior Engineer
404638,Youngkon,Alvarado,1956-02-29,1986-06-02,9999-01-01,Engineer
404641,Rimli,Schwartzbauer,1962-03-01,1985-06-16,9999-01-01,Senior Staff
404651,Arunachalam,Rathonyi,1959-01-04,1987-08-14,9999-01-01,Senior Engineer
404654,Lillian,Cincotta,1957-05-04,1989-08-20,9999-01-01,Senior Staff
404659,Huai,Farris,1963-07-09,1985-08-08,9999-01-01,Engineer
404667,Xiaocheng,Morris,1957-04-03,1988-07-18,9999-01-01,Senior Staff
404668,Arumugam,Luks,1957-10-13,1989-05-23,9999-01-01,Engineer
404676,Elvis,Cardazo,1963-10-03,1987-10-19,9999-01-01,Senior Staff
404687,Serap,Chartres,1963-08-07,1989-07-20,9999-01-01,Staff
404701,Zongyan,DuBourdieux,1959-06-05,1989-03-06,9999-01-01,Technique Leader
404707,Yakkov,McDermid,1959-12-01,1988-08-24,9999-01-01,Technique Leader
404711,Satoru,Bolsens,1960-12-23,1985-04-13,9999-01-01,Senior Staff
404717,Rafael,Terkki,1963-12-07,1986-12-04,9999-01-01,Senior Staff
404718,Khue,Schiettecatte,1958-12-13,1989-10-02,9999-01-01,Senior Engineer
404725,Shugo,Perry,1963-05-02,1985-06-18,9999-01-01,Staff
404731,Hilari,Desikan,1963-05-11,1987-12-08,9999-01-01,Technique Leader
404737,Djelloul,Lorho,1963-01-20,1986-06-21,9999-01-01,Engineer
404738,Masato,Encarnacion,1963-10-28,1985-04-27,9999-01-01,Senior Staff
404744,Serge,Mellouli,1957-02-02,1985-09-04,9999-01-01,Senior Staff
404752,Vitaly,Rotem,1957-07-04,1986-01-25,9999-01-01,Senior Staff
404760,Howell,Rajala,1956-06-02,1989-01-22,9999-01-01,Staff
404761,Karlis,Cannane,1957-08-22,1987-11-30,9999-01-01,Technique Leader
404765,Tsz,Gihr,1962-07-21,1988-01-10,9999-01-01,Senior Staff
404777,Radoslaw,Gubsky,1956-09-26,1989-03-21,9999-01-01,Staff
404779,Xiaoqiang,Ramsak,1961-08-23,1989-01-27,9999-01-01,Senior Staff
404785,Achilleas,Rando,1963-12-17,1987-08-04,9999-01-01,Senior Staff
404792,Saniya,Rousseau,1964-04-10,1989-09-05,9999-01-01,Senior Staff
404795,Lijia,Krichel,1959-12-11,1987-10-28,9999-01-01,Staff
404798,Fei,Peng,1961-07-30,1987-05-13,9999-01-01,Engineer
404807,Dines,Rosca,1962-12-25,1988-10-09,9999-01-01,Senior Engineer
404811,Kwangyoen,Lanteri,1959-01-05,1985-06-28,9999-01-01,Senior Engineer
404812,Chirstian,Gecsel,1963-10-16,1987-04-09,9999-01-01,Senior Staff
404820,Arfst,Awdeh,1962-02-15,1989-11-25,9999-01-01,Senior Staff
404822,Xiahua,Lubachevsky,1961-05-13,1988-08-15,9999-01-01,Engineer
404825,Zeydy,Otillio,1961-02-19,1989-05-25,9999-01-01,Senior Staff
404827,Danil,Biros,1958-05-11,1987-11-07,9999-01-01,Engineer
404832,Oscal,Schmiedel,1964-09-08,1987-12-22,9999-01-01,Staff
404874,Tonny,Rosiles,1960-05-08,1989-11-10,9999-01-01,Senior Engineer
404876,Shakhar,Stavenow,1961-11-29,1987-11-21,9999-01-01,Senior Engineer
404883,Marie,Leonhardt,1959-03-22,1986-12-14,9999-01-01,Senior Engineer
404886,Armond,Waymire,1958-07-20,1987-07-22,9999-01-01,Engineer
404897,Yunming,Iivonen,1961-03-21,1987-10-05,9999-01-01,Senior Staff
